0.553873 0.1106132 0.7864304
0.5711914 0.1427402 0.8121331
0.5621936 0.1289559 0.794822
0.563071 0.1242708 0.8345355
0.5699323 0.1517615 0.804681
0.5442014 0.1493664 0.8166795
0.5868571 0.1494731 0.8153407
0.5493257 0.1772059 0.8223931
0.5915694 0.1776225 0.8195186
0.553302 0.2056778 0.8251364
0.5686451 0.2058085 0.7942433
0.5665191 0.203645 0.8292877
0.5435954 0.194512 0.8202757
0.568166 0.229077 0.8284575
0.555499 0.2170037 0.8055993
0.5425912 0.2145359 0.7990162
0.5556731 0.2386501 0.8028151
0.5424958 0.2347496 0.7958463
0.555527 0.2574773 0.7992299
0.5423895 0.2518328 0.7920015
0.5404466 0.2433884 0.7718577
0.5430661 0.2652554 0.7882176
0.5414231 0.2552615 0.7681748
0.5444832 0.2379042 0.784479
0.5436126 0.263385 0.7646353
0.5320362 0.2524614 0.7577073
0.5471445 0.230551 0.762084
0.5361478 0.2184121 0.7557578
0.5512627 0.2330721 0.7602428
0.5407426 0.2198829 0.7544896
0.5566965 0.2333595 0.7595679
0.5306073 0.2170228 0.7673405
0.5631387 0.1936267 0.7597185
0.5374814 0.2138543 0.7682944
0.5551605 0.1981875 0.7379553
0.545117 0.1720382 0.7709604
0.5632383 0.1932025 0.7416621
0.5535817 0.1665829 0.775409
0.5449486 0.1502342 0.7727961
0.5364348 0.161526 0.7542515
0.554028 0.1456342 0.7792639
0.5569004 0.1284465 0.7647635
0.5751373 0.1411764 0.7741342
0.5672274 0.1268403 0.7731727
0.5594327 0.1032738 0.7558134
0.5781545 0.1290463 0.781674
0.5708615 0.1081572 0.7640398
0.5638962 0.09869306 0.762395
0.5831163 0.1181906 0.7707753
0.5763148 0.1110791 0.7685477
0.6063719 0.1026831 0.7802786
0.5884049 0.1262882 0.7743468
0.5919296 0.119402 0.7587108
0.6104894 0.1422211 0.7662088
0.6026765 0.1384134 0.76288
0.6207218 0.1350728 0.786395
0.612772 0.159974 0.7663705
0.6041707 0.157892 0.7624714
0.6215684 0.1457471 0.7689996
0.5964583 0.1799495 0.7779356
0.640058 0.1788014 0.7744437
0.6033236 0.1678815 0.7797132
0.6199704 0.1633001 0.7496483
0.6357461 0.2000365 0.7721085
0.6250885 0.1890475 0.7509271
0.6238311 0.1863408 0.7860817
0.6124374 0.2229151 0.7808244
0.600786 0.2116664 0.7592063
0.6149391 0.2101884 0.7808871
0.6017311 0.2390157 0.7577748
0.6158736 0.2334915 0.780045
0.6030316 0.258231 0.7576337
0.5897825 0.2548586 0.7515327
0.6133623 0.2491269 0.7595851
0.589055 0.236207 0.7499176
0.6123425 0.2665088 0.7576988
0.599175 0.2496179 0.7352174
0.5858635 0.2425541 0.7290509
0.5989096 0.2612573 0.7335771
0.5860609 0.2516393 0.7274985
0.5734037 0.2412948 0.7213899
0.5873163 0.2572105 0.7260126
0.5863737 0.2425286 0.7072957
0.5902764 0.2582584 0.7252316
0.5902038 0.2419697 0.7068642
0.5947714 0.2187931 0.7251679
0.5951396 0.2389692 0.7072073
0.5839673 0.2129322 0.7390336
0.600933 0.1965843 0.7084339
0.5912256 0.2175665 0.7040833
0.6082011 0.1905276 0.7109551
0.599247 0.1737167 0.707591
0.6164361 0.1842483 0.715196
0.5918419 0.1658244 0.7257115
0.5728451 0.1411099 0.7199593
0.6018533 0.1605241 0.7322198
0.5940072 0.1449004 0.7305561
0.612607 0.1194647 0.7398416
0.6051593 0.1425983 0.7386755
0.5980731 0.1189787 0.7214102
0.61713 0.1059951 0.7475359
