x,y,z,color
0.1823756,0.1471708,0.4510245,0
0.211582,0.1238047,0.4352806,0
0.1990508,0.1395419,0.4434604,0
0.1947916,0.1034388,0.4426627,0
0.2197832,0.1305793,0.4364252,0
0.2176058,0.1196715,0.4598169,0
0.2177028,0.1208887,0.421039,0
0.2429144,0.1144774,0.4551584,0
0.2432932,0.1170906,0.4167551,0
0.268798,0.1119835,0.4515437,0
0.2689168,0.1400681,0.4375953,0
0.26695,0.1082096,0.4395281,0
0.2586473,0.1164024,0.4603678,0
0.29007,0.1089643,0.4380309,0
0.2790943,0.1297445,0.4495463,0
0.2768508,0.1357291,0.4612807,0
0.2987728,0.1322755,0.4493881,0
0.2952269,0.1386108,0.4613675,0
0.3158885,0.135535,0.4495209,0
0.3107571,0.142106,0.4614641,0
0.3030804,0.1604186,0.4632304,0
0.3229595,0.145546,0.460849,0
0.3138741,0.1637666,0.4623426,0
0.2980947,0.1489447,0.4595608,0
0.3212591,0.1669845,0.4603522,0
0.3113286,0.1732826,0.4708762,0
0.29141,0.1693038,0.4571414,0
0.2803746,0.1750549,0.4671384,0
0.2937019,0.1709775,0.4533976,0
0.2817117,0.1762078,0.4629613,0
0.2939632,0.1715911,0.4484577,0
0.2791117,0.1645251,0.4721752,0
0.2578425,0.1714542,0.4426012,0
0.2762312,0.163658,0.465926,0
0.2619886,0.1912389,0.4498541,0
0.2382165,0.1612343,0.4589845,0
0.2574568,0.1878692,0.4425106,0
0.2332572,0.1571902,0.4512894,0
0.2183947,0.1595655,0.4591376,0
0.22866,0.1764242,0.4668774,0
0.2142129,0.1536858,0.4508837,0
0.1985877,0.1668678,0.4482724,0
0.2101603,0.1583491,0.4316933,0
0.1971275,0.1592231,0.4388842,0
0.1757035,0.1750043,0.4459703,0
0.199133,0.1514947,0.4289505,0
0.1801429,0.1675258,0.4355804,0
0.1715391,0.1690211,0.4419126,0
0.1892642,0.1614025,0.4244397,0
0.1827992,0.1634277,0.4306229,0
0.1751664,0.1527632,0.4032983,0
0.1966256,0.1581558,0.4196319,0
0.1903654,0.1723704,0.4164276,0
0.2111101,0.1655539,0.3995551,0
0.2076485,0.1685801,0.4066577,0
0.2046116,0.1472029,0.3902529,0
0.2272491,0.1654069,0.39748,0
0.2253564,0.1689516,0.4052994,0
0.2143155,0.1630168,0.3894833,0
0.2454086,0.1548932,0.4123106,0
0.2443649,0.1580677,0.3726746,0
0.2344377,0.1532773,0.4060695,0
0.2302728,0.180609,0.390936,0
0.2636696,0.1601906,0.3765944,0
0.2536795,0.1794464,0.3862832,0
0.2512189,0.1474877,0.3874263,0
0.2844683,0.1522671,0.3977842,0
0.2742422,0.1719199,0.4083764,0
0.2728986,0.15221,0.3955099,0
0.2991052,0.1732213,0.4075172,0
0.2940832,0.1529756,0.3946604,0
0.3165736,0.1733495,0.4063349,0
0.3135078,0.1788958,0.4183796,0
0.3082972,0.1715755,0.3969434,0
0.2965518,0.1803642,0.4190409,0
0.3240989,0.1732902,0.3978705,0
0.3087435,0.193728,0.4098409,0
0.3023219,0.1993339,0.4219423,0
0.3193248,0.1952191,0.4100822,0
0.3105812,0.2007452,0.4217628,0
0.3011771,0.2062984,0.4332694,0
0.3156459,0.2020959,0.4206216,0
0.3022987,0.2191113,0.4214785,0
0.3165985,0.2028059,0.4179305,0
0.3017906,0.2195036,0.4179965,0
0.280721,0.2028638,0.4138442,0
0.2990629,0.2191917,0.4135094,0
0.2753929,0.1902587,0.4236661,0
0.2605312,0.2180765,0.4082427,0
0.2796059,0.2220317,0.4170676,0
0.2550251,0.2157846,0.4016354,0
0.2397424,0.2188429,0.4097755,0
0.2493166,0.2119293,0.394149,0
0.2325676,0.2023697,0.4165074,0
0.2100999,0.207599,0.4337772,0
0.2277492,0.1964531,0.4074061,0
0.2135458,0.1979655,0.4145389,0
0.1904224,0.1895242,0.39763,0
0.211453,0.1905842,0.4044006,0
0.1899806,0.20628,0.4108426,0
0.1781773,0.1825293,0.3935182,0
0.1995914,0.1950405,0.3900091,0
0.1820972,0.1741866,0.3823698,0
0.1714331,0.1865267,0.3789255,0
0.18831,0.2020327,0.3851617,0
