x,y,z,color
0.8232235,0.7001981,0.581675,0
0.8204044,0.6713746,0.587347,0
0.8146457,0.6966278,0.5740626,0
0.830635,0.6941537,0.5984493,0
0.8061961,0.6925242,0.5662851,0
0.8092273,0.6910694,0.5853043,0
0.8350677,0.6883581,0.5960906,0
0.8005872,0.6868597,0.5776358,0
0.8165915,0.6839069,0.6020863,0
0.8109627,0.708495,0.588884,0
0.8084115,0.6788153,0.594667,0
0.8220688,0.6765933,0.6003333,0
0.8170815,0.7007892,0.5873001,0
0.8150399,0.6706685,0.5933988,0
0.8002625,0.6945928,0.5942402,0
0.82712,0.6908489,0.6056886,0
0.8124273,0.661782,0.6067654,0
0.8206782,0.6847645,0.5997332,0
0.8247118,0.68229,0.619754,0
0.801318,0.6797064,0.5885908,0
0.8182794,0.6761635,0.6141198,0
0.8325105,0.6737598,0.6205812,0
0.8117903,0.6702148,0.6085564,0
0.8257408,0.6678317,0.6150718,0
0.8049088,0.6641961,0.6029155,0
0.8352422,0.6617466,0.5963756,0
0.849013,0.6590897,0.6028784,0
0.8281575,0.65512,0.5911204,0
0.8420635,0.6521435,0.5978268,0
0.8399118,0.6744967,0.604835,0
0.8538432,0.6713905,0.6113279,0
0.8332105,0.6669922,0.5996698,0
0.8473368,0.6635687,0.6064677,0
0.8512965,0.6601416,0.6269618,0
0.8410107,0.655282,0.6016966,0
0.8449837,0.6518574,0.6223168,0
0.8244548,0.6470942,0.6105565,0
0.8387269,0.6433991,0.6172884,0
0.8557536,0.6383072,0.6430284,0
0.8322762,0.6345261,0.6120521,0
0.846553,0.6307153,0.6189502,0
0.8447625,0.6525681,0.6260649,0
0.8299342,0.6224948,0.6279613,0
0.8434412,0.6199886,0.6341578,0
0.8421329,0.6405438,0.6419649,0
0.8502553,0.6091946,0.6352778,0
0.8355153,0.6321952,0.636983,0
0.8496033,0.6285144,0.6436481,0
0.8473905,0.5972486,0.6506504,0
0.8425509,0.6201364,0.6386135,0
0.8458513,0.6177961,0.6582537,0
0.8352343,0.6119649,0.6332905,0
0.8518249,0.6073788,0.6588725,0
0.8820859,0.6040019,0.6524127,0
0.8581237,0.6007254,0.621353,0
0.8746917,0.5963788,0.6468583,0
0.869183,0.6207163,0.6339824,0
0.8375965,0.5909303,0.6482271,0
0.8676502,0.587842,0.6416808,0
0.865105,0.6101518,0.648251,0
0.8786293,0.607019,0.654531,0
0.857538,0.6027692,0.6422323,0
0.8710039,0.5995559,0.6485669,0
0.8686182,0.5686211,0.6549053,0
0.8633913,0.5919429,0.6423095,0
0.866758,0.5887582,0.6621301,0
0.8744568,0.5575334,0.6549337,0
0.8591944,0.5807048,0.6561238,0
0.8857341,0.5757742,0.6677766,0
0.851767,0.5722144,0.6502514,0
0.8681976,0.5673551,0.6755384,0
0.8815426,0.5637133,0.6818119,0
0.8576401,0.5601178,0.650454,0
0.8739059,0.5554655,0.6756004,0
0.8684188,0.5786226,0.6630195,0
0.8657867,0.5475635,0.6693541,0
0.8690951,0.544361,0.6891637,0
0.8765083,0.5666174,0.6817216,0
0.8611445,0.5368685,0.6825202,0
0.8557293,0.5602695,0.6697713,0
0.8983545,0.5562878,0.6682372,0
0.8661958,0.5269955,0.6820263,0
0.8899981,0.5497577,0.6616209,0
0.8766229,0.5469602,0.6942642,0
0.8815573,0.5430639,0.6551749,0
0.8678932,0.5402988,0.6875305,0
0.8728241,0.5363163,0.6481448,0
0.8755884,0.5334661,0.6674155,0
0.8884866,0.5305553,0.6730698,0
0.8665778,0.5264888,0.6602619,0
0.879445,0.5236561,0.6659134,0
0.8762434,0.5463268,0.6716648,0
0.8889821,0.5434552,0.6771541,0
0.8669198,0.5394526,0.664088,0
0.8796222,0.5365183,0.6695451,0
0.8821712,0.5335335,0.6884947,0
0.8701324,0.5294665,0.6616167,0
0.8726023,0.5267999,0.6805194,0
0.850376,0.5230132,0.6671799,0
0.8626665,0.5203166,0.6723474,0
0.8780331,0.5163906,0.696546,0
0.8527265,0.5137311,0.6642053,0
0.8648598,0.5112782,0.6690601,0
0.8611712,0.5340568,0.6742383,0
0.8444213,0.50478,0.6742394,0
0.8696831,0.5009181,0.6846646,0
0.8528898,0.5249252,0.6843377,0
0.8590372,0.4946755,0.6757595,0
0.8688495,0.5187955,0.6488987,0
0.854424,0.5162926,0.6802689,0
0.8769631,0.4862058,0.6588436,0
0.8435352,0.5103565,0.6712778,0
0.8849812,0.5068237,0.6683713,0
0.8515264,0.4779444,0.6807535,0
0.8738955,0.5010661,0.6590224,0
0.8754807,0.4987952,0.6772622,0
0.8496488,0.4965494,0.6443357,0
0.8642979,0.4931845,0.6680443,0
0.8760952,0.4909335,0.6727335,0
0.8531129,0.4877276,0.658713,0
0.8648301,0.4855371,0.6631792,0
0.8604766,0.5087047,0.6680446,0
0.8532622,0.4798615,0.6539131,0
0.8547502,0.4777175,0.6721354,0
0.8603518,0.5008267,0.6632196,0
0.8429558,0.4723075,0.6627167,0
0.8384494,0.4956966,0.6673303,0
0.8502253,0.4935474,0.6719429,0
0.8270912,0.4903406,0.657905,0
0.8387194,0.4882848,0.6623297,0
0.8503515,0.4863724,0.6665921,0
0.8272069,0.4834164,0.6522315,0
0.8285989,0.481857,0.6701624,0
0.8154847,0.4792055,0.6420092,0
0.8168905,0.4778319,0.6596614,0
0.8223463,0.5018015,0.6500628,0
0.831369,0.4739691,0.6219444,0
0.8162451,0.472524,0.6521129,0
0.8383775,0.4967849,0.6294425,0
0.8233682,0.495626,0.6596982,0
0.826619,0.4934896,0.6179973,0
0.8114578,0.4924857,0.6479213,0
0.840081,0.4915175,0.6393718,0
0.8325313,0.4642106,0.6239503,0
0.8272392,0.4891523,0.6268266,0
0.8039894,0.4872715,0.6119022,0
0.8161181,0.4863981,0.6163725,0
0.8294376,0.484715,0.638067,0
0.8040643,0.4836537,0.60497,0
0.8053878,0.4830089,0.6222973,0
0.8168526,0.4823993,0.6261254,0
0.7936254,0.4805547,0.6114383,0
0.8052472,0.4797736,0.6153814,0
0.8009137,0.5044963,0.619592,0
0.8125106,0.5039225,0.6235521,0
0.7951918,0.4769628,0.622214,0
0.8008064,0.5018845,0.6124505,0
0.8023424,0.5015347,0.6297284,0
0.7892298,0.4998268,0.6011964,0
0.7906693,0.4995819,0.6184306,0
0.7862644,0.4716034,0.6222375,0
0.77904,0.498034,0.6069099,0
0.790682,0.4978988,0.6104987,0
0.7674079,0.4965076,0.5955182,0
0.7789714,0.4964644,0.5991594,0
0.7933834,0.4953337,0.6218163,0
0.7838956,0.4956087,0.5748909,0
0.7817878,0.4946453,0.6104319,0
0.7911012,0.5215893,0.5823599,0
0.7703332,0.4942039,0.5993296,0
0.7985756,0.4946548,0.5900541,0
0.791465,0.5216785,0.575047,0
0.7872374,0.4944572,0.5790718,0
0.7800111,0.5216655,0.5642066,0
0.7944943,0.5209225,0.5872144,0
0.7873722,0.4949216,0.5723311,0
0.7832363,0.5207473,0.5763987,0
0.7849187,0.5212377,0.5940594,0
0.7592351,0.5215418,0.5604239,0
0.7740117,0.520834,0.5834563,0
0.7857122,0.5211635,0.5875023,0
0.762675,0.5203927,0.5728573,0
0.7744413,0.5207039,0.5768408,0
0.7513549,0.5197284,0.5620863,0
0.7631395,0.5199783,0.5659595,0
0.7649117,0.5201762,0.5835099,0
0.7708927,0.5456222,0.5739864,0
0.7538422,0.5193523,0.5726801,0
0.749947,0.5447985,0.5766549,0
0.761853,0.5448177,0.5805646,0
0.7654988,0.5437571,0.5392466,0
0.7507282,0.5438485,0.5697163,0
0.7626652,0.5438256,0.5735996,0
0.7397759,0.5427756,0.5588924,0
0.7681136,0.5428468,0.5497882,0
0.7285477,0.5416942,0.5480205,0
0.7567045,0.5416406,0.5389497,0
0.7546623,0.5401207,0.5746521,0
0.7451806,0.5399938,0.5277033,0
0.7567459,0.5396277,0.5315824,0
0.7523276,0.5647405,0.5355736,0
0.7638319,0.5644267,0.5393395,0
0.7595202,0.5363165,0.5435262,0
0.752259,0.5623505,0.5286588,0
0.7478017,0.5341779,0.5327739,0
0.7302542,0.5603403,0.5313869,0
0.741594,0.5598465,0.535173,0
0.7370899,0.5316786,0.5392172,0
0.7296243,0.557831,0.5242234,0
0.7437513,0.5560748,0.5471533,0
0.7175279,0.5553985,0.5136763,0
0.7317739,0.5535614,0.5366353,0
0.7431437,0.5527493,0.5406638,0
0.7068091,0.5521727,0.5207118,0
0.7311171,0.5501528,0.5300182,0
0.7134592,0.5758208,0.5289915,0
0.7088804,0.5470574,0.5332391,0
0.7202194,0.5459337,0.5373623,0
0.7421824,0.5701637,0.5150741,0
0.7081595,0.5422459,0.5268634,0
0.700687,0.5673178,0.5121263,0
0.714809,0.5646439,0.5353202,0
0.7238244,0.5366055,0.5075489,0
0.7026842,0.5603489,0.5247453,0
0.7305931,0.5588872,0.5157662,0
0.6907748,0.5560359,0.5143981,0
0.6899747,0.5557165,0.5137954,0
0.7298568,0.5527166,0.5097662,0
0.706365,0.5499583,0.4952455,0
0.7175701,0.5482277,0.4993895,0
0.6941798,0.5453302,0.4850336,0
0.7064141,0.5437513,0.4899208,0
0.7013071,0.5666259,0.493953,0
0.7007464,0.566191,0.4933502,0
0.6956748,0.5360348,0.4974402,0
0.6911768,0.5594863,0.5019104,0
0.7026284,0.5575931,0.5062085,0
0.679395,0.5543668,0.4919985,0
0.6912055,0.5521987,0.4964297,0
0.6934301,0.5506099,0.5149553,0
0.6863143,0.5219335,0.5005661,0
0.6819098,0.5450844,0.5051111,0
0.6933209,0.5429403,0.5093423,0
0.6700838,0.5395467,0.4950841,0
0.6816996,0.5370811,0.4995536,0
0.7096766,0.5349689,0.4911533,0
0.6700587,0.531381,0.4898903,0
0.6981189,0.5289763,0.4813223,0
0.6772715,0.5515982,0.4989807,0
0.6866146,0.522476,0.4717109,0
0.6821267,0.5452302,0.4764493,0
0.6936079,0.5426631,0.481021,0
0.6598948,0.5133726,0.4934516,0
0.6821346,0.5360532,0.4716505,0
0.6670344,0.5334001,0.502577,0
0.6703365,0.5292554,0.4619198,0
0.6719202,0.5264477,0.4801079,0
0.6591901,0.5222531,0.4526527,0
0.6608761,0.5193189,0.4709903,0
0.6726941,0.5164068,0.4756925,0
0.6498266,0.5123409,0.4620478,0
0.6616794,0.5091918,0.4670178,0
0.6578526,0.5313497,0.4722007,0
0.6698979,0.5279167,0.477173,0
0.6657761,0.4968019,0.4821974,0
0.6587068,0.519886,0.468229,0
0.660443,0.5160569,0.4866531,0
0.6376214,0.5109174,0.4729533,0
0.6496956,0.5069236,0.4779586,0
0.6459222,0.4753124,0.4832633,0
0.6393557,0.4979874,0.4696325,0
0.6546166,0.493121,0.4939799,0
0.6484678,0.4627379,0.480701,0
0.6452193,0.4843175,0.4863238,0
0.6579821,0.480378,0.4917529,0
0.6496839,0.4764797,0.4467341,0
0.6488903,0.4711676,0.4840785,0
0.6782057,0.4671063,0.476635,0
0.6562964,0.4618845,0.4637124,0
0.6692373,0.4576858,0.4694694,0
0.6662586,0.4790678,0.4751765,0
0.6605037,0.4484175,0.4619178,0
0.6470469,0.4442629,0.4941992,0
0.6707312,0.4654099,0.4735673,0
0.6549084,0.4346152,0.4740705,0
0.6622133,0.4557601,0.4664484,0
0.6652712,0.4516834,0.4858348,0
0.6537461,0.4463389,0.4594988,0
0.656993,0.4420635,0.4789467,0
0.6700146,0.4375867,0.4848127,0
0.6483757,0.4320771,0.4721016,0
0.6615855,0.4277767,0.4779946,0
0.6400041,0.4223715,0.4653023,0
0.6532084,0.4182938,0.4713571,0
0.6505771,0.4397274,0.4775211,0
0.6349707,0.4092086,0.4783508,0
0.6483792,0.4050838,0.4842657,0
0.6456959,0.4264697,0.4904174,0
0.6593342,0.4225163,0.496634,0
0.6382104,0.4175359,0.4842006,0
0.6518953,0.413843,0.4903744,0
0.6495952,0.3825469,0.4966333,0
0.6443452,0.4054698,0.4841225,0
0.6609408,0.4004991,0.509205,0
0.6371738,0.3967111,0.4778718,0
0.6675544,0.3931029,0.4712092,0
0.684497,0.388269,0.496464,0
0.6609866,0.3847012,0.4651857,0
0.6778831,0.3799144,0.4907174,0
0.6732835,0.4027525,0.4784916,0
0.6713588,0.3712888,0.4853278,0
0.6855238,0.3676069,0.4919246,0
0.6708286,0.3906212,0.4934029,0
0.6791265,0.3592167,0.4866564,0
0.6644363,0.3822233,0.4882162,0
0.6916676,0.3772839,0.5002815,0
0.6771333,0.3470677,0.5019383,0
0.675343,0.3688574,0.5088814,0
0.6895072,0.3653677,0.515673,0
0.6847515,0.3352608,0.5035416,0
0.6830302,0.3572194,0.510372,0
0.6970327,0.3537506,0.5170213,0
0.6764126,0.3491668,0.505278,0
0.6804616,0.3457146,0.5255709,0
0.6886933,0.367594,0.5189396,0
0.6892475,0.3664849,0.5196571,0
0.687889,0.3340549,0.5274391,0
0.6858879,0.3560327,0.5344735,0
0.680954,0.3260759,0.5225537,0
0.6790829,0.3482464,0.529672,0
0.6932377,0.3450025,0.5366642,0
0.7044135,0.3163208,0.5111105,0
0.6732798,0.3397404,0.5259331,0
0.7168735,0.3355472,0.5255294,0
0.6857459,0.3060866,0.5404045,0
0.6974046,0.3297581,0.5156749,0
0.6979692,0.325495,0.554742,0
0.6908758,0.322718,0.5114651,0
0.6913511,0.3188367,0.5505527,0
0.721831,0.3161858,0.5449703,0
0.7011133,0.3123967,0.533737,0
0.7150723,0.3097226,0.5412984,0
0.7100477,0.3337464,0.5298983,0
0.7079771,0.3034794,0.5373042,0
0.7216114,0.3012629,0.5443751,0
0.7193739,0.3244821,0.5513451,0
0.7040871,0.2958171,0.5530338,0
0.71184,0.3189681,0.5464702,0
0.7153413,0.3169209,0.5668547,0
0.704038,0.3133518,0.5414124,0
0.7069942,0.3113415,0.5614228,0
0.7196795,0.309477,0.5674351,0
0.6974666,0.3063835,0.5551904,0
0.6905349,0.3191893,0.5404661,0
0.7035521,0.3179722,0.5457254,0
0.7004164,0.3424539,0.5510446,0
0.6943907,0.3150322,0.5373751,0
0.6804873,0.3139406,0.5690719,0
0.7037858,0.3383608,0.5479178,0
0.6874875,0.3110034,0.5478328,0
0.6939415,0.335778,0.5393656,0
0.6960157,0.3354656,0.5578521,0
0.6894527,0.3085836,0.5438058,0
0.6856133,0.333834,0.5485697,0
