x,y,z,color
0.117872,0.3000164,0.6683519,0
0.1221724,0.2979235,0.6782672,0
0.1405877,0.288792,0.6789372,0
0.1194198,0.2854665,0.681863,0
0.1505383,0.3030301,0.6931604,0
0.126815,0.2839648,0.6890789,0
0.1437836,0.3181411,0.6635634,0
0.1638577,0.3096903,0.6628769,0
0.1405607,0.2908639,0.6581395,0
0.129955,0.3147879,0.672085,0
0.1446869,0.2987373,0.7077618,0
0.1522827,0.3061728,0.6695581,0
0.1846598,0.2900926,0.6616694,0
0.1709567,0.2982787,0.6683937,0
0.1368772,0.3033372,0.6771288,0
0.1913466,0.2898557,0.6667838,0
0.1708087,0.2868915,0.6686175,0
0.1583636,0.2948203,0.6746556,0
0.1904691,0.2787251,0.6667291,0
0.1777365,0.2866689,0.6730857,0
0.1831065,0.2944688,0.6356479,0
0.1704314,0.3024912,0.6416954,0
0.1762663,0.2759044,0.6727931,0
0.1904425,0.294626,0.6392291,0
0.1698969,0.2919846,0.6407317,0
0.2105302,0.2868842,0.6368452,0
0.1901305,0.2842277,0.6381529,0
0.1809178,0.2662314,0.6765454,0
0.2106995,0.2767513,0.6350068,0
0.1985352,0.2851029,0.6404361,0
0.2311322,0.2692554,0.6318308,0
0.2189901,0.2775792,0.6370937,0
0.1832287,0.2835656,0.6455358,0
0.2425354,0.2862147,0.6400668,0
0.2038679,0.2765075,0.6411697,0
0.2365818,0.3030384,0.606001,0
0.2241629,0.2696217,0.6365157,0
0.2150423,0.2940957,0.6482359,0
0.2445554,0.3049272,0.6059001,0
0.2351916,0.2873958,0.6432847,0
0.264679,0.2981962,0.6006345,0
0.2285856,0.3043534,0.6085564,0
0.2427904,0.2891656,0.6425525,0
0.2484988,0.2976924,0.6036118,0
0.2276622,0.2954968,0.6039766,0
0.2833425,0.2825542,0.5915189,0
0.2470275,0.288955,0.5995208,0
0.2344426,0.2974835,0.6043156,0
0.2666761,0.2820551,0.5949285,0
0.2541105,0.2906395,0.5997778,0
0.2864422,0.2750958,0.590661,0
0.2739699,0.2836883,0.5956044,0
0.2531112,0.2814434,0.5964287,0
0.2669131,0.3006599,0.5622768,0
