0.1033941 0.08727261 0.5882333
0.09534387 0.08727261 0.5981681
0.08729188 0.08727261 0.6079833
0.07793915 0.08727261 0.6199328
0.09974226 0.08727261 0.6025944
0.09101126 0.08727261 0.6144432
0.08444586 0.08727261 0.5870908
0.1054585 0.08727261 0.6089782
0.09936962 0.08727261 0.6191888
0.08336963 0.08727261 0.6031616
0.1155435 0.08727261 0.6128396
0.1003428 0.08727261 0.596573
0.09348252 0.08727261 0.6078745
0.1260364 0.08727261 0.6173882
0.1110493 0.08727261 0.6008348
0.106389 0.08727261 0.6102278
0.1292294 0.08727261 0.593841
0.1245649 0.08727261 0.603147
0.109796 0.08727261 0.5865414
0.1427249 0.08727261 0.5955012
0.1363139 0.08727261 0.6062265
0.1234648 0.08727261 0.5877846
0.1543969 0.08727261 0.5984376
0.139246 0.08727261 0.5814697
0.134179 0.08727261 0.590418
0.1565772 0.08727261 0.5734684
0.1513806 0.08727261 0.5825133
0.1462289 0.08727261 0.5913849
0.1684596 0.08727267 0.5742761
0.1613898 0.08727267 0.5849622
0.1855351 0.08727267 0.6039557
0.1786742 0.08727267 0.5769658
0.1650744 0.08727267 0.5959341
0.1954175 0.08727267 0.5688982
0.1797601 0.08727267 0.589528
0.1742761 0.08727267 0.5982669
0.1688988 0.08727267 0.5694235
0.1910387 0.08727267 0.5897481
0.1857489 0.08727267 0.5606961
0.2077887 0.08727267 0.5810669
0.200525 0.08727267 0.59151
0.1868954 0.08727267 0.5726132
0.2172576 0.08727267 0.5829618
0.211832 0.08727267 0.5539904
0.1963652 0.08727267 0.5740857
0.2285227 0.08727267 0.5824866
0.213096 0.08727267 0.5651082
0.2079057 0.08727267 0.5734993
0.2302151 0.08727267 0.5560731
0.2251202 0.08727267 0.5641615
0.21826 0.08727267 0.5739301
0.240826 0.08727267 0.555938
0.2360676 0.08727267 0.5638708
0.221319 0.08727267 0.5457416
0.2543999 0.08727267 0.5531694
0.2399837 0.08727267 0.5346222
0.2358055 0.08727267 0.5420318
0.2676271 0.08727267 0.5512125
0.2554299 0.08727267 0.5309611
